,Delta,Theta,Alpha,Beta,Gamma
0,3019.3617963196702,1554.3139078336267,659.0260412848144,232.43504535490496,123.45070104296138
1,604.9481933923762,387.13712624960147,388.876104302871,167.18549553545617,105.59413564544559
2,2670.143631215292,626.8160688829452,537.9720787649172,265.21675046823765,140.68329653802445
3,1214.018303654838,425.2358908197084,344.4158867722375,173.7410211145171,157.44065295422595
4,2570.4305929606116,634.2027291615741,302.4157329679629,229.06459542028557,136.84903611391724
5,2010.1988203379358,663.6431299794036,316.5422578174819,220.22070395237824,156.50388029857703
6,970.1084425541848,377.16644887957494,277.3167164509808,124.6261370980488,112.50485497439513
7,884.7592411904706,452.33906688105634,537.7747214492863,230.3497626811376,110.46176214165479
8,609.1227397649262,367.41332335731363,294.56710860931133,144.7347217665071,103.32531728441802
9,489.889147160019,305.8662948529585,252.41856291772828,144.69334517965382,102.61799129767327
10,391.15746440573,238.89299671069256,226.98513111178607,138.0155457027918,106.38740232699779
11,326.26510136752995,333.55588552255017,221.32615223277088,136.37601074203945,109.81493564653087
12,453.9486766657883,311.8716553524683,188.48867977155257,122.18571692193458,129.1806226145245
13,323.29280083365455,217.20685601531372,150.2132282096391,122.14812640311287,111.88855882332601
14,1496.3491245946711,683.0392634191918,406.97256584178785,201.38841766751503,163.66626076887636
15,335.28848334681794,149.41857769694911,123.87048052333266,95.78409954434933,120.56530615430573
16,383.00342999245834,189.81724048699022,184.50351805741468,116.60715422172972,149.87263667825079
17,431.6796851305635,222.4741566262423,172.64002685427488,118.76956044553467,128.59433782395507
18,760.0394729298124,290.8789857383244,141.58632586542558,130.89444693792694,104.15051892879022
19,287.11417648385844,182.6585440822044,142.58614553630113,123.91486884968845,127.82330700748821
20,392.3570892315827,228.5935562967614,130.7092226390055,90.66262405030194,70.48808224047094
21,163.80348480624923,180.67891800357773,134.54509457362997,110.3011504938696,85.26052326166538
22,720.6142993043962,345.7401505583067,220.8926288556675,111.9917279298096,106.59680877957408
23,395.1160801373889,406.60375056494985,189.0723189229496,107.40728308521209,115.8140084065089
24,299.24990838363686,180.93096355402548,152.4029756542794,129.99149362542744,118.61242222714029
25,432.1667405104873,196.24225070905922,179.6100903618845,130.99577258478567,76.88907122430862
26,457.8540862358963,295.6213561932531,130.37280533197537,103.32384495752767,81.65624412018906
27,271.7344926975376,155.50200670192922,132.64153769068383,116.02346836042734,123.75667730258743
28,436.5392803304593,323.9403807070293,187.5317944842583,139.22727183804523,109.10485685314272
29,870.5384459755519,510.186893564598,164.75491383777222,154.5173743491953,139.26725736815274
30,1029.6838255922942,297.5470568620501,171.6142602489736,121.21501489850803,113.4153257918253
31,374.0548519012519,303.341876453485,218.1362816032667,112.99933734669848,94.11347541240184
32,496.6966244185477,248.7383227962925,182.74905818329827,115.4096698800931,80.25908269503785
33,458.9775767497917,208.5640793452213,161.7793739254784,113.88718746454924,117.44689945375173
34,712.8193166859581,364.7768417927432,171.22897183405155,133.42294539018098,107.93558342008387
35,327.0556941361539,273.235276874516,226.06587476522554,131.09786049910315,137.9602919620939
36,251.24447683603435,189.42051370820735,151.48490497020185,111.27938613305983,99.5257757678647
37,198.76363881866078,204.37758734243718,132.39732871594936,104.08820027261345,103.39069794841251
38,165.41669892479064,118.55690628332488,146.23692962556845,116.95870323454837,115.26596747161692
39,731.110069223806,461.08812426947577,134.39275665829967,96.0669552905236,110.63047653733562
40,262.44139017323437,91.5035674589343,77.10233210929782,95.1802044214925,99.85147402447895
41,285.887779717596,231.0929358122974,120.96740199025298,112.91092702106992,142.1535579235205
42,218.54692164755846,256.47124515989174,131.08655666931588,134.3503032565573,157.6735569906716
43,406.73323705571033,254.43833194552408,153.57401385123256,124.89615347036725,110.72200795211205
44,159.05000790369462,162.3476197086874,95.45204272886056,101.86990669624406,127.3984374960515
45,219.80157235369597,225.18981360297454,221.75218647379762,113.55727407961984,147.65769281323747
46,191.5511826545577,168.13599463165696,187.80825302313374,116.27544285659266,143.07212490225754
47,755.9016753920444,486.63527449039236,234.75076905327623,125.81686851147089,93.19547444600707
48,253.37374813594317,152.1353923528738,88.57935250235451,119.97935118871297,99.93207743242466
49,671.4643624024854,439.2358510493856,223.67093494650766,118.85979582409236,118.52992415110634
50,419.0913346799842,253.3169251432518,154.5663632166466,120.45483019345284,118.56166631771879
51,251.3757095160245,198.81386612425334,132.5290062824137,82.48700378173804,99.5311564377311
52,235.95939811537446,136.31484187277263,222.03476146127264,119.05314214230987,93.52332773746022
53,635.5690645103018,458.3260292733892,191.09377182719177,124.59662273677156,140.32988079300742
54,426.9314193494059,215.10265719292335,112.41356677439899,149.27927010376968,113.92136483081167
55,294.5865146917489,182.46577027069924,73.60030521863456,95.88111278858482,92.94718841759074
56,1488.843424105527,879.505518206934,342.6891141559967,121.33755109715314,134.28855854406982
57,198.86247086071657,204.6051418462627,120.61011813481625,94.91605068666867,100.86315557644095
58,168.79676897407026,103.49858965836206,174.25905506932187,119.03250530826703,109.6128521800427
59,134.2519886525164,164.88513453028386,165.62732220465108,105.90649524304102,98.29076390928994
60,189.745568225994,201.06609337217182,118.37473774668304,114.82138540253334,95.08362548782901
61,506.16135610885254,318.8253784844709,157.672307746477,102.7306050166225,119.83268568272715
62,282.85197633931534,226.27170773406473,103.65429071404321,105.96403235787157,115.9581272837012
63,937.4054556155953,625.4636128351704,304.93894031461423,132.26624000818308,116.81158031294201
64,222.4621238880612,194.646454892879,156.47210542942918,115.16065551425628,127.20310022698803
65,1082.3706149913771,521.143829819195,344.1400621310742,170.87489877934976,149.0194777021232
66,185.23815057198956,96.78378691455852,111.65143897684929,114.04300519401508,120.18398331420521
67,170.95192097927725,140.10912979232074,109.48840601956547,115.43530810418339,109.25946662905844
68,262.88979884254013,249.71818785536607,144.30110813003458,103.31386722093028,117.62816039959671
69,609.9048300817989,478.67113686512295,195.47717959035572,102.71377827409778,123.26671782255289
70,220.1255482632399,197.9201070333529,151.54643707849948,88.31926439231535,109.26460026990125
71,307.31867056201133,152.56959245526065,182.18478491832062,88.4708574619554,124.29243732239075
72,223.25045472719583,221.6685616659849,248.35593728571058,153.20875150819313,128.03593200182917
73,264.5123125013014,190.21508866124427,150.78221650935222,124.54233323517407,118.09803656981556
74,308.60947284939874,255.54827917338463,174.139838775018,137.37866449348132,130.57800880112705
75,269.44991999587245,265.0518411866906,202.52311875934726,86.95298265916995,116.5419836832924
76,382.6508266025561,233.00348719938128,155.70322729819344,132.74454372798655,128.29676446920456
77,608.9746785945134,371.316647856549,246.4775679672785,116.91841158283768,142.03797781254138
78,410.54352987084184,235.34559242095037,142.61035847012127,94.76612033898931,99.31088190587134
79,395.52769864263195,297.7547565867082,137.29484636868887,96.63648194007749,134.13328383555788
80,219.09172550735263,104.3968528609964,160.38204384698167,135.8231421368715,148.05798392655043
81,691.8661289773698,537.7351214828365,276.5253380532173,145.210623725701,120.60289912992124
82,208.15438608349686,259.1458594042882,215.23733453735144,106.7586379444388,110.98672226879361
83,350.6777819606414,196.4903758408949,143.0714097374606,127.72217580664899,117.6213627560212
84,307.07335611519636,300.3725688866336,157.93238677503206,130.44696020584215,118.29362169807928
85,315.35825910496976,184.37437580359736,130.43568300759057,141.74526998496393,134.1695674310816
86,1659.1538614011945,771.5106358003227,184.9980834613142,121.50745446739053,114.7186313529484
87,727.6912578649145,375.7120637786319,214.85851808345427,120.85104613989834,135.90733806154188
88,300.3983668905863,242.87133925947742,264.36585827089203,134.446732658486,107.69680180944002
89,344.6200523174081,191.92944653315186,171.34769223575125,114.30770331303584,106.21729130463552
90,312.8795614753894,191.4733284416397,154.94974035272418,119.65247714792034,126.50822880026017
91,275.0068266119751,215.6337080453327,128.91322440929252,124.94594023323239,127.37040388260665
92,190.83393858187463,257.9860253471465,310.2384057238519,130.6030108490088,126.75377958029563
93,636.2749601397232,340.1313552448808,292.03609600905304,111.47478163347715,151.11049907995445
94,273.3204140027795,118.95466599766402,112.60773463004448,115.7744015307241,127.6573078462116
95,392.68456920270347,232.64682550412545,161.7005519416989,95.63214073137257,112.81960831443271
96,513.3387030186603,529.40282679406,161.7714034697661,116.60373994405059,98.47148877137847
97,484.0175458984172,267.64348681345217,159.64714859915225,105.06085467215682,134.19761837667664
98,413.35648572672585,190.60482680295164,142.80957850251394,108.6993164226252,136.24009033103823
99,310.06010339158394,224.84139369345127,158.18919201294824,128.87626797651714,142.78742349016906
100,259.7108193503054,170.7991524073729,131.4681024691999,118.20293623217633,149.99642168136626
101,831.1803956234029,630.1935906520794,289.980308197221,116.30250424415927,137.30738509255184
102,261.59576668913525,149.72925894131487,185.1465962205861,116.83778594841883,119.42233488126517
103,320.69467494133954,173.2622279318736,144.8150509590398,139.74394052664775,118.78891325229972
104,415.9510500663819,168.6508750547715,151.62715056739108,76.77605018545795,105.26157987980022
105,155.27169227685815,159.15281575868738,89.83331161229378,117.42163155882434,130.30287813580267
106,179.39952367109098,180.07773768497532,167.4469983160765,99.78327268016552,128.58500415224387
107,194.92166718590346,154.24330536665545,195.44977038658726,116.80105905293745,144.66623730705527
108,695.1167324580074,431.33096360071085,187.1854459852172,102.59695627719626,112.71148231664415
109,830.450525770221,433.51845767529585,185.62204885726945,94.9090357411381,131.98998265139605
110,990.8555349331119,456.60834494437086,166.74053409309795,111.40557579659439,109.05492277703246
111,232.03441713201485,179.44539220998257,209.66800698664875,108.3133808050867,113.23447343428039
112,353.2699616354338,229.95903341040588,162.8380810192725,126.1149675562193,97.89235916769387
113,325.12160966008474,194.8201155799695,143.73684209370816,115.45338636370305,109.63732684957643
114,777.6699430002801,573.86552671058,315.7846137255633,140.8289687426916,134.30799604633432
115,271.7609531064806,348.154580162788,190.04144857714397,102.37743632646894,101.95739218782519
116,319.03083029515994,229.20152201168352,157.88418857154653,135.81227183551337,117.70614907048635
117,334.1713286653296,237.54687851978514,217.31397138256133,123.85919126676379,139.5811244174601
