,Delta,Theta,Alpha,Beta,Gamma
0,635.5842199925496,320.1273737297326,168.57436170880345,132.91518066933506,94.3440181247071
1,1648.9237183408252,793.0708666196662,277.6583241989139,134.82596000541483,113.44117435371712
2,344.80017661938246,264.72596399885794,206.6637012837013,135.42886375994536,126.30963916157349
3,308.26918326475555,247.4519661831825,236.88947465328755,167.67544778585287,161.41441676829834
4,535.6928203488543,143.3230157813187,239.5662138054613,120.01274888234026,131.1892021070987
5,414.69474703812637,141.31490490236857,134.80579975259334,125.1137894513344,125.95237685304735
6,302.10998592542796,157.5580442606139,182.757314451084,119.04511120127168,104.82095029152762
7,295.9368462091512,203.65226902006293,178.77548590373132,126.68051059411619,111.8620553868189
8,522.4137422826283,560.8380796797401,436.0217683154466,290.7270685904479,186.43219857432666
9,1822.749598735726,544.0431773970822,161.36862150231968,194.91627557485725,119.74574095661922
10,772.153753419575,424.6907874035078,198.66179046085412,153.93412175644818,118.61026713639912
11,556.6716157313714,352.617710627021,261.9319293944184,145.4585721141315,91.81035429107075
12,754.8798617624259,303.27728894204387,191.27852931322275,148.65805632266347,119.32452211233024
13,178.70656308824863,204.8899759195223,126.63522510124452,123.73435537229943,81.83982643796959
14,440.01474517869,239.30396345957533,208.32287849962367,125.26879815792276,123.40759449133273
15,162.66435135362065,253.0288571130612,174.35808753602413,111.5809630305163,117.80891852743576
16,362.0035499976035,221.1730630653257,201.422365780157,106.0722964708931,97.640469275871
17,213.45442244327387,139.20018933576557,178.4567649941173,116.67401343456595,128.155963743306
18,683.7086323548093,292.26514111449296,274.0404612139681,114.47900598292934,63.83268454000735
19,556.7470257195554,242.5965646976003,207.44132259884563,109.48812525865094,103.13013536066049
20,1121.1624734260338,268.7707306472754,143.4154918407449,105.6745008583924,84.03524858550446
21,1473.638299738747,372.85709438274523,190.3981212447954,156.6756751841665,92.64360262376458
22,484.6595358518707,211.37226041150353,156.9799052280186,148.260702187369,105.66772767856915
23,327.96381887106384,217.69255470804222,116.61977668386086,116.12459847950231,89.45945474995989
24,371.75271033557624,157.75786326572614,144.13024505747165,121.6204484331194,79.20715826372654
25,312.60785941885837,211.63696541530203,217.38522757724905,132.32912257442368,115.9679307024771
26,459.90693324852333,264.0383503273118,147.16674787438055,128.09038229584652,85.91260514564142
27,1067.3717687154171,386.22493836927316,293.77151359334977,159.49022566330802,101.86071853487886
28,725.8114713120474,227.47965401966172,204.67438983978985,146.64489255059613,76.18866650668998
29,261.3184216903865,190.5731453215389,190.1260309087594,142.69784718794756,95.34469028288376
30,1061.1396666744447,463.6954299662408,234.47961451559212,119.1645537046363,84.89256232623691
31,410.16054187020336,223.48667997563925,138.06307854119441,101.47490408449835,106.996986428061
32,242.54680011487682,111.39799355718847,168.8074643392703,125.95572888191167,102.56326870672697
33,301.3224982386735,177.32676969246612,175.6287341861064,110.61540314615443,114.55595264362157
34,311.1747014186376,262.85893729834254,179.04740004617386,95.31797449846557,81.46188251718075
35,419.0754895668608,253.4133224940963,108.68248833724036,80.02742147441529,88.34264336496429
36,207.69016501886762,188.52751565209803,199.35355538292896,123.39311420473031,86.30334858320596
37,330.86200787424013,190.34398185543012,174.40080899892163,109.66123822467812,98.12427764460665
38,343.97214795991295,210.41703314056204,210.79338516213548,103.46747993065219,116.22865811084148
39,456.6626198350293,182.09374115316666,172.62285879315448,93.49182182222181,100.0215036677604
40,597.3186757851976,371.8060091573077,237.39381925002544,105.02037064881988,111.58284252674639
41,183.29547021763028,204.99131056469454,122.64983905693313,109.3705335355957,106.63943085043562
42,384.9578814459238,243.94989040950023,125.281617978429,124.76128891212007,83.94242642204435
43,299.1082293704462,226.7669098284278,164.66623060659313,123.91656894880228,91.40473819888851
44,307.70610030089836,267.6915158642363,175.51976688759993,114.79792327340273,102.47706451740609
45,615.1509903759751,261.49693248830266,209.993453054448,92.18132924646623,97.40663905180334
46,625.9395507831517,220.4684483658229,197.9665659825484,117.21131002241785,92.45803253094064
47,579.147122143286,269.2303680724205,182.24235126836734,170.10529744600748,75.10821594633933
48,601.0146191729699,260.94874000730744,187.91770833442283,127.30163732891609,119.20828105516128
49,519.9144759180426,292.8502146708324,192.23288842305607,119.88084631055234,84.45919087607587
50,966.9981768872842,419.70714650618356,324.14065641287004,168.9952700529998,111.53094289076313
51,874.0971156446908,326.1827634835451,216.51709528040192,194.68134030051252,113.06137772965184
52,357.0325915104468,214.47564240955518,163.1857057123029,95.77251550021029,67.26694266371068
53,342.98009520466707,230.57099489865004,114.98683589567183,100.9086460584302,74.85472227511423
54,499.0522152466299,239.70322879514043,153.2259506925713,118.79567725575828,94.65801879287355
55,390.00247404546536,166.01674075464024,158.40548006381835,87.75693663306444,86.78900261384734
56,439.75243435904554,197.02378186630295,120.02375843860702,113.74917539225419,97.08990289338861
57,281.04631197751223,261.3216466808466,199.74138051635848,92.96965887938937,82.0392962487718
58,548.0112128385629,363.724903183695,186.67275708045509,112.06917558030574,84.67820713363878
59,293.42202421670095,226.06358518885582,162.87992745579973,103.25776471833636,85.45892488380845
60,361.8849534762072,250.7512648469546,142.87699437916055,118.82822176124465,103.15057252195443
61,458.593582346139,178.32688426288237,67.56313006863732,114.51601545641054,118.81841488293149
62,250.58946945507842,198.22315154302268,197.1820259603022,111.82400854294131,93.91776668338619
63,166.98140776858108,228.42867907853466,194.78139086210632,104.56667818379786,109.22725781835729
64,427.7988336656532,254.93696523524454,173.53433581035466,108.36590114663784,87.49134180040521
65,417.0052160568506,271.60455594551763,162.4470402354894,125.12202829842528,61.882158910761234
66,187.29310223464032,229.3328515332702,223.0089056977942,105.19123134568952,101.36227141290442
67,479.38480547178176,234.2707986101604,173.94624071948869,124.22163255247736,110.7250003869185
68,325.65997477770594,166.21311480862386,169.7616747480425,129.72357396805234,96.73933157516407
