,Delta,Theta,Alpha,Beta,Gamma
1,1010.6720420979185,709.4894596696847,216.44805399409785,108.950857324435,90.52880317399939
2,719.7691767842357,471.15472124249266,140.52160767342755,98.4624632021538,94.99586699394978
3,441.69863080066085,221.4975842820299,181.41762565232443,118.50728751124609,100.43886418065993
4,283.27293706343073,169.20130323327243,153.15770394986487,123.9129034096812,99.28992959690024
5,300.6219107031917,160.0615723396965,173.46487792283762,97.98839166571294,62.51200305171023
6,377.709157307754,168.32699696794162,150.9067673398253,95.96065662747331,86.67439364304757
7,326.9729255783967,198.32045637303273,132.38130963488885,97.74714383669043,90.02873788942492
8,90.14767433277706,156.8708467365595,154.74053332859827,79.81886901412331,107.64947817956902
9,370.8439457463994,175.15886985416654,193.15329529821236,77.873455854464,69.02164407325759
10,313.7234348718616,98.99911277190571,112.54746125604156,101.41458135199501,80.37288225022316
11,461.74719832184996,156.08081760872096,112.00321218194065,107.6501748150232,88.79651485186136
12,247.48005911596314,153.84062624063787,151.37845226128564,99.74429390615227,71.51174470765935
13,375.3239598832531,205.40337893958267,208.11981125092703,92.1175426012101,71.12746174078609
14,348.38991285426675,237.71419069019575,199.37320162148131,90.77494043069618,76.04266336498348
15,237.40100444931497,176.95058662268056,135.4206262127223,104.53754332171985,59.571907790112334
16,262.6606992583775,138.55680714401072,193.3321321597505,97.06892266160825,56.771588543908315
17,398.3079844693332,159.04678554492907,97.04297635437088,93.1249054702186,67.02552504371988
18,320.9027038903555,171.67603588078595,145.93344219122818,85.99479839728167,68.30038866361002
19,224.81265994036366,166.44778466498656,127.24883878395697,97.72527519588206,85.62028844572163
20,345.05634217877616,222.93354584747922,134.8497794614892,84.87193485091568,80.24033749070826
21,497.1326900734588,256.1903322951688,112.05547019809516,119.95532851777166,89.75285904769652
22,395.92611063667346,158.5210469763193,110.48738325866945,101.94981465985434,68.07579248710701
23,264.4597768470953,148.9231648584823,171.27949221338946,131.70539075259452,81.51798949673653
24,282.59435548671155,207.96196621627732,141.2492436544686,92.02632920366723,69.10026133373734
25,624.5880635875816,247.34761111475672,136.58402379460017,105.17497077809931,78.06698939636445
26,369.66629391644426,178.79347687152818,158.31268697689433,105.61820049180697,59.833173046033465
27,312.3600641356562,132.59920962432716,173.0155859782078,113.39948310639473,78.20722815909971
28,277.7942049183093,283.9670821869067,209.7470861684501,105.23459004264909,89.66639232659266
29,310.22773410594164,157.6253043341502,126.58960599170334,65.8281254626228,64.3183137111159
30,380.7329698907796,163.49724987186067,195.938801110032,85.40823901163256,85.69109783525857
31,327.1096253363958,301.40603486025447,175.26486476278035,92.57739557036021,77.29123096389529
32,302.6801516601658,227.1818754044316,128.2789238513353,96.59918077878243,72.6861909166699
33,1219.3208727018807,331.34148067535324,276.5526759985588,126.05556867467052,110.15744442318608
34,448.39856104935956,238.02824767557277,176.92914051119274,126.69977258465599,90.45555705650628
35,680.443983498743,350.8014297484626,186.8449580875492,111.86477249095321,73.74997238593471
36,320.59617629549484,163.60668977305338,144.99317853160898,93.97956309294078,71.92124106984079
37,917.0394889755096,288.4119492107808,209.08500216720518,113.6672033941403,99.19649178119792
38,310.76392730809283,162.5411323430868,145.6564643319525,88.09558054280792,71.3809331737177
39,255.1456065576631,187.25965000613618,102.88721410440618,95.38598276763221,75.91569320499619
40,303.5815776805352,186.3876012197063,181.82584816553657,106.43058307444747,89.022448206651
41,242.06455770243446,162.9575535604584,129.17376937089355,98.13860188772162,81.29674190370035
42,214.70892257118203,167.50035089589116,111.22824734204008,121.66653830550229,76.81832066047852
43,253.16427262924734,229.21707103823442,131.21576765427307,85.92822097891968,67.1110711287403
44,191.3577532623545,190.9050552564433,240.1433460761525,131.8757522320682,78.78532754448875
45,225.47146611574976,173.7951693235525,107.66577204907098,94.58132304067884,84.88035348433465
46,388.16295886688675,143.71332932507661,137.51277198174188,128.49570806427664,58.36524192364206
47,510.0682525409074,204.1046795075536,231.60540573816638,105.86741701080419,57.7564240640871
48,350.10873125967396,193.32084628731803,152.42894595934857,98.96141745266918,95.68308636886883
49,285.0099693664082,160.57555793467324,94.24766799762345,95.01993456286411,75.54264047195329
50,399.98157387272215,192.3576413945728,152.48953604184197,98.0313499829826,80.29888370215494
51,295.1702218999849,242.16436482778036,198.1993623410537,108.94096246898468,72.08705560275595
52,269.22631043414856,165.55958679740974,184.99386427790344,105.06439690786529,76.85020156095526
53,323.4716356384001,227.96999859321915,148.50201050950886,91.37722396867207,76.05324791642855
54,243.86257761628835,154.07223754173782,127.92043550180622,110.71629870405114,79.1240802825809
55,154.066352525698,228.79924297330712,99.857760990143,95.8379652793242,69.09199811202434
56,327.7697117615876,157.47153023064408,134.68513443682107,96.67191137835515,58.227335084764135
57,252.20422253496437,213.5021627936325,127.02104429749097,112.3194676468871,96.82544262523527
58,234.32688493449157,161.39649718269192,170.51686127310555,90.95173337244361,69.70469224548424
59,426.90150818951247,256.65137774427194,98.21202643626043,94.27574755138635,70.10027435961192
60,237.37370422659595,176.6221859696779,189.24473412903495,98.06965181325404,63.31115108933569
61,151.70112359902788,206.83385339541115,202.279568534947,114.99373353894974,97.43453540844094
62,172.25530147783704,125.66930213317582,102.17213068326824,116.48518292833548,72.32098570523297
63,243.20795792715722,188.38984737196645,142.30705501840413,114.80219899135928,83.334527906962
64,552.2472368956992,273.34091288011984,143.9762990160562,137.12055391511512,80.07822035262808
65,258.8848211875366,139.80151278207526,196.9581415587556,99.80110576820825,98.31399758173981
66,253.80426264653957,161.2700469084661,152.8705042263125,99.54470999061341,78.99961688886354
67,344.04613283295356,129.75856830681468,222.86750770707968,85.24217251341494,63.957082078723005
68,243.04975834622005,251.47539503756008,126.81050063932636,100.90481891333883,98.7019953464017
69,255.85445145509297,173.562337338671,103.83087852534786,101.88759896436574,88.3325876587672
70,284.45974222437866,207.86180168144287,96.78935354260425,104.26109937781602,70.76869073472486
71,279.66944073148557,240.1638414884319,98.50185885728352,82.9282186072842,79.44530047947597
72,304.97855749343654,164.80681808304308,114.52381301017192,113.4070786025894,95.0625105970384
73,284.55175229724716,202.8325719010737,189.942425353395,93.15219453344739,80.77119466112266
74,217.30332821650174,258.92642521142136,173.60093006303546,90.150191863796,88.89363757713761
75,257.67808987840317,153.212604621818,183.81216378919447,89.9183736722473,64.47058099447614
76,314.99617819150495,161.14525623253482,127.51793649325626,109.26938054538464,96.9638703316635
77,228.83160524977706,138.61141474819289,145.089483830233,89.87567296778805,88.61658148074386
78,174.87260592800587,207.30304618250403,148.88728992880058,100.09596390845631,73.33627753382773
79,308.47917790981177,121.81824769783331,199.68824904542674,107.51722586689591,68.56578262073567
80,361.7850915714236,124.20251824874035,80.40613800594562,85.91075165994081,69.2550031632201
81,252.2204383707227,141.39984860200903,130.4433415087934,107.72630504979065,93.72256576831515
82,441.28622307637653,234.07807037176298,86.84577424817375,93.58063143196216,105.01378347046237
83,411.3113212444977,148.33124978866917,108.24823473790124,116.66536745623621,77.466249148219
84,407.7970785843342,206.42380276019702,133.04741706714725,99.59469303643856,85.11716479978631
85,348.3064944677478,179.74481256943827,79.96804201392096,75.38493111481675,77.0964021022348
86,313.337541577049,205.0377898547345,135.4368928934795,98.86050335368913,81.55978265417698
87,306.73828712959164,192.08095615470023,122.01428564408616,112.60899095157475,77.91910085538439
88,308.83830081242604,173.94896323178176,143.1986013352063,105.35406187007558,83.6340939414857
89,294.9295626573773,119.59851814559514,145.94364805181772,84.22263497141353,78.51051253349786
90,286.21298770146774,179.01992228689363,172.86501480599938,94.05503679030205,66.51659698339316
91,281.48808252625,190.21664039474572,175.20662426277752,89.44894165061375,98.3857907557634
92,399.3392554748729,381.62305599031924,169.5379214307435,74.54444193823656,81.50069286145214
93,382.18576460031966,229.5871962042739,174.39602845628667,103.17593969195264,112.38172869674506
94,267.1506575445901,203.9831282749097,137.55344089149338,84.71456943942741,101.92096336511291
95,393.37388983280067,67.58536705296603,132.55139647459615,95.45900320023863,94.24879829676048
96,441.2648894754183,235.276697104132,178.20474454548983,83.35850943843325,89.86075610769677
97,264.9774504405733,177.99801230991645,141.43572208124624,104.03123379671932,78.36604599564683
98,337.38679927627476,177.0611494244759,143.46121472383274,111.70796250957794,85.23726490822696
99,352.33701681751336,237.4717750170505,95.00636735379132,126.21794821530757,106.68690202033588
100,334.76876299966887,235.36734315824597,156.69078454170523,102.95388136544682,109.5180753581921
101,262.54979253911307,232.00720663909624,234.55055491818356,124.55727544345669,95.76403302029783
102,281.79736646370884,213.11023944201642,92.24495262756685,106.11877053167754,83.92890327257201
103,1644.2025856857504,485.5226969360841,297.79917160060535,105.1281232825941,94.33919726959458
104,652.3321467342631,343.8719527481595,230.97825748047052,111.64662815333119,94.69717917400448
105,177.22144226970437,189.23338144505237,139.41659736445803,132.23464782901172,88.565499917552
106,335.96632066088273,224.5310156575618,159.331509166375,101.17670588265854,53.30105756308484
107,457.1813931146923,284.1933283792763,170.8019367114218,93.49464262953825,65.56976325480106
108,367.9128288658458,318.1537314420082,167.30388537223837,117.90854118558151,98.82931330421482
109,229.19319560434553,173.26448654279608,168.7951358360305,87.73534186347419,80.02540698462062
110,298.27095241158975,225.27311333502303,205.44110348828804,111.10951526102015,72.74998617634293
111,322.4820069655781,303.6912217363082,140.92142211596098,83.47315289549653,78.51076392858148
112,503.56727465017235,268.328915871753,180.49916462101447,120.68898695816853,92.2692355009779
113,808.3595637659514,240.95711053675373,162.9436833163881,93.0234926450649,94.08981959083758
114,325.5297312035651,210.28365315378045,157.20674698100305,113.41796167547686,91.32282181268602
115,415.31471308387165,174.31992547010768,130.94195503983295,110.34644651655644,93.05771052054259
116,217.71416059749356,171.74518751489,77.06219998338561,87.29900708929088,83.87714551149313
117,535.2052008338817,146.2013346149882,163.59325485434275,92.37562819809031,85.64208041065817
118,384.80965889881475,232.57478121503186,165.02163785668898,105.4066286320805,67.19763026738998
119,514.7484346900644,299.27480092253046,161.64611879255122,101.54955232651845,81.07950079390457
120,260.016752879417,283.7278796796662,207.14963060442196,98.5456563576332,74.74330266988281
121,409.92248546447087,281.9921959919191,134.70358600597973,102.00774192159402,79.21744031397583
122,331.192975829878,160.68363090484837,153.99624731543602,127.36750379281945,85.82734304458
123,665.6503925862398,274.60561125848847,151.80832622986503,135.376516417937,110.56717817164454
124,418.2138002600768,217.94540620648104,94.63675920331386,111.38869870705409,68.26426851580871
125,159.19258477029172,119.3921481249198,192.36808069703628,115.30527047412778,95.34018701995977
126,231.96013206501013,200.73544567798416,163.49222654544684,111.11305578562293,97.00223059801854
127,164.26734501814158,215.76686052523502,121.90068805997308,114.46194866958726,85.44911971406106
128,485.69983089279367,272.6332174121606,108.95385540237149,104.94553614106053,102.59137870324923
129,415.27312319626344,304.80058858692263,250.6512170383506,122.5472795166881,81.09624477439306
130,522.3768626529,319.47359052359354,193.344633228772,108.361812801927,92.14288376167954
131,301.3613466088433,271.783378336123,240.82959196399224,123.82909299203192,90.30120969912193
132,628.0325185493369,240.37497016036687,218.31403718061102,92.31613230636361,104.80433060660562
133,337.47997960280793,233.78243008284284,209.05903974507282,94.96986138753095,98.37623309199856
134,277.91363158128934,238.03442627401182,240.4603744224043,109.12008132178488,94.9205575669174
135,162.39506012283408,103.82729116953287,154.3272202059665,117.02721925847457,91.84591148997893
136,240.53937785408,196.43755504998617,114.09167717052632,86.92829040657696,94.21005283990121
137,348.52527755299343,257.2884888734633,132.82141397895776,85.67762780567665,89.4810867848031
138,490.41646528840846,228.4087431064175,164.20769338402167,105.42115873091832,105.60200599339979
139,521.1696443318898,213.36239072028349,136.35193778424664,116.69929676013435,93.869104837491
140,674.0739904069894,320.20951925610143,186.0963518602037,108.95789133606547,76.35782211205529
141,287.7032202582669,204.09905893578684,269.3014563704611,144.2963757812201,100.09828186435303
142,440.871571627414,261.4738834891646,142.75950118467895,95.94127423924894,98.46821239414675
143,168.99006473562312,148.0213710034075,109.0204104922072,120.82363642704769,73.08997599333307
144,450.3698977619856,182.24085493458898,94.655029263043,95.8439610408543,83.72587214726373
145,641.2439164788168,213.52766347959943,147.20238350246967,99.18278532962044,74.23888197535587
146,792.1270139069412,250.4480970145226,187.71351903167687,120.04529842394346,61.82332230809359
147,673.8946287469873,318.60153559571785,235.7794985160338,118.70524007683878,114.91066452235927
148,398.8769116012651,211.29769234246768,150.33212611682217,110.61221168774493,92.5283668890794
149,283.7039402355349,176.91619302337426,223.03610430308927,135.71737941973504,79.16049055737457
150,381.33881491423256,277.3016105303211,183.35606342140406,115.59412870049556,82.62960471084557
151,219.27710466014858,189.06770653009787,133.79622944202558,86.90827213825742,69.00766547115012
152,231.60254665308162,191.00252371084747,153.16469028792707,85.14492245454593,76.32631120577958
153,502.59767282404744,239.5931536595734,235.3054184673545,108.71716491821323,100.37683178959625
154,658.9567395260653,368.72507786152784,180.1569624048205,111.09472152815712,58.595495350094794
155,781.0090732919186,323.7189461797145,229.27703409263722,130.736623756845,128.95007987938737
156,1209.7590314698277,443.2154756007405,214.58213894937754,225.04070907812238,204.59090848230562
157,341.6896783261773,291.1399746182866,171.51220927866913,110.04024972938605,108.04007083962605
158,666.1313281167031,374.00079473971766,161.64991030010134,129.03800256818582,90.72550456220193
159,500.305154339612,265.9934424496938,230.45053677130045,95.96160876286132,106.41998695618133
160,355.76924822805944,162.45351986689428,160.01465600957718,90.49189201975062,94.98881236449606
161,705.543494596144,406.55933601116374,196.08236433156463,95.04294198119759,110.63380956828114
162,493.5388958692612,264.7354891942188,140.1472765759762,104.61216799733147,96.94914075892379
163,486.7468676682718,393.44812867389487,75.72848015819842,111.30133733113395,111.7225313373869
164,341.9832373770122,434.3603515275755,192.8596830414956,98.0098837084446,99.98098455875851
165,605.0540628819883,378.49314569803045,193.50923879519368,98.79593174432333,80.27401342122587
166,609.9815903879456,294.81533692350365,247.20668526354729,125.05001362083335,99.12606742521658
167,355.0331231370158,219.50860723211616,207.51434654336452,120.30774262495109,72.68203168444353
168,935.5044500706679,317.29075700908095,205.8995440058546,121.08310694799523,97.36457784787042
169,455.49168639954667,237.08143229175863,153.258183477532,97.80747418733,86.52607634565054
170,382.88438569827525,257.8839170873675,203.17799649607488,103.9762050171911,117.26218258862734
171,461.38572819007885,167.2461923613673,160.40593204700627,131.38194460727595,113.23189559376243
172,472.1921647050824,251.60651893659843,157.77154056512376,95.01103658955698,90.5774004101649
173,308.92430521227726,230.43332346616452,190.74443824308693,117.43964226512854,110.22616811465309
174,260.4914870462598,189.31082686005095,133.988741456078,110.31525218131625,91.54452512521846
175,290.31192869301674,273.65156595332877,176.07823301466163,116.82029176003428,79.0450677390159
176,235.9500331815834,269.355649414419,170.88281595848565,107.34116375557895,81.16804598833413
177,964.5559727573885,320.0622127283706,214.05680331624512,92.29160027278249,116.07297015392143
178,1058.0532933190382,387.9014923106262,160.17029683298975,96.07668050421151,111.42677046685682
179,613.3813647415013,233.62651038866716,373.2250980985516,115.4113861779876,70.6866796559981
180,377.7004592556894,279.81843149105663,193.46128350977185,103.15799748135483,66.12132431644551
