,Delta,Theta,Alpha,Beta,Gamma
1,223.19703809472372,134.37600218162092,97.48711127608183,105.41799064608492,74.5203842133602
2,740.2422870804455,468.30412517715956,259.91349297817385,118.88293127559994,84.81946972081444
3,304.88711307677255,276.13627291848024,210.85059732436088,113.25215005170972,86.88953255772377
4,306.0989842728659,130.5222692824055,123.01630352638247,79.90665639120495,79.63260656092987
5,582.7246557918003,388.08459563262096,268.01476504331714,124.5533596534461,89.34558778075527
6,1101.8840730678182,696.1637607913667,294.31269463957597,100.44800911491036,107.7902330016434
7,350.4844264217913,179.78459859587616,181.8281825855544,117.2823724063018,115.22405962468864
8,169.43114151733215,177.50157093205266,129.18088712670828,107.82369680604695,104.40834844607498
9,234.57909346998753,79.87562919995563,161.72340025000193,98.9931930445955,84.29898961589194
10,544.1630808611251,416.2433214438464,196.0064002580469,90.67440881832347,102.41619724146221
11,1234.3946981091817,768.3725404612726,256.18549242802175,113.84412853113477,101.11552124896014
12,273.0168725730933,220.73174320713116,129.6559466947062,98.65543242949707,96.012332501116
14,408.0789326890317,257.41784293416106,218.822617640254,134.30017904307425,104.11957015112634
15,252.55200573169338,265.97598404415254,157.28441143131462,113.0038774416995,109.32678086335416
16,257.2166688694394,226.83452437273962,167.0601872789744,118.62715640806759,121.49164874061849
17,192.57221507905876,264.53118846593327,123.70004042472257,110.1670390962371,109.86427151483042
18,182.78791357900099,162.5611608654431,147.46162026096295,117.70797490229171,76.62697246993105
19,1571.747414304133,966.7522665176233,349.55445792594776,140.1991960282639,116.25833114208719
20,414.95509732117586,199.18127077984636,164.49655657888454,119.4199848636514,108.96071295736557
21,198.9387555939712,174.6636815539727,174.35119869189128,129.2014175474841,85.31222962162357
24,363.63548811395555,258.58489207669965,232.5096992663818,121.65504151054547,109.71811269850906
25,782.0473474090383,320.0822324440687,286.59960303109,148.3398534588688,114.42246173659719
26,269.69096749749247,226.48647402030602,144.25811485244972,116.52517636905067,124.32212528008509
27,433.5538354849423,278.39627976321304,180.0386427952882,109.02477623327968,91.32202933590244
28,660.2973685818888,253.06608281619,138.19083606628055,88.5568961994021,99.94636859574864
29,681.8312450451718,697.5814507524481,501.64628731530047,163.19794134695493,94.93617062823355
30,235.2449972809431,182.8043855845418,183.63154454469793,149.61834764958945,105.36530782798482
31,328.57561852025947,212.91792083608726,148.38389760729225,113.15916742410558,77.90124650623744
32,699.9217211172524,530.5473652443368,202.39156872929252,115.6424818984456,87.55442995164168
33,214.47845633310692,170.82988774660672,180.49563344579124,130.5788693639589,76.95003095207007
34,1002.3606147437242,696.5669493276948,380.89182757275074,143.63739832977848,112.36458630610994
35,218.08420056253772,152.70870846323223,155.55492182782638,105.8449690932381,96.03563445954555
36,1362.9548130867872,909.3952705625577,381.443868145985,137.0202215406753,112.0325323684584
37,209.2740259197467,295.24586296255586,113.85880820648268,97.25152031291701,97.1960625932193
38,249.06013000988162,172.4088475011913,133.65450871112168,102.09279613839931,91.987461824526
39,252.81879636216865,156.08576665092485,145.62134092756958,95.11184196144721,92.22201908117177
