,Delta,Theta,Alpha,Beta,Gamma
2,327.76512386965896,114.2055267541986,152.4760719202422,108.55706174553839,72.87249546750081
3,465.9797340939425,185.6412808574233,212.66716285635226,99.63061889428151,80.75601333961392
4,336.48564021690515,215.2399871058492,165.98655482864086,135.30474837132957,59.91020057418872
5,543.7628573056606,385.42512162879984,142.71289991006458,108.83198083514155,70.0331271828348
6,188.53167107057286,190.7701876903559,158.70295579999714,94.23638771856443,59.76521713609885
7,196.52749565645777,153.50887405193842,113.67966881410211,94.73205899712023,89.8169472333739
8,162.07745439337552,115.01221886688779,140.24671757785833,86.15902522428279,87.49186031098972
9,124.75043131840836,198.8199059237006,166.9557225679071,100.84842211383084,65.4268937668661
10,376.236891040037,207.91643513924586,204.86460121022665,109.613647398467,70.24649271167517
11,296.4398716246351,212.50248590143556,133.25993405950223,67.45063194324054,77.76420491769096
12,358.35880159831027,190.53431206768684,144.47497030948205,93.31280731810538,76.41506228543133
13,234.84042047639662,204.96131726120535,117.62952618926104,117.185010944632,108.19000743100261
14,199.80259839335736,85.17183495530305,89.26049994362283,76.15210565318016,60.90008297603215
15,440.77607258276214,383.4945454798764,183.6053388474683,107.59983314440316,70.12923742482242
16,398.11583128181485,275.0829691717137,227.4934830267473,117.1790464464433,85.49129601785204
17,384.7088296060617,179.8512522625867,158.21736565554107,95.69727619536525,82.41335861954568
18,342.30285765066276,247.16664392956463,143.42211767653436,77.05592019398235,59.089604164617974
19,220.55257355146892,203.10291166276878,81.17833390477988,128.07288616782458,86.80995203630972
20,219.93399774270068,275.6720723635773,157.4611388570702,90.51788233671269,74.32885031530324
21,185.84695453191298,117.09038753961154,133.67367204136636,99.72294238532916,87.23026484491051
22,409.6165758889324,184.98284716003417,114.3949852647934,127.56447288253038,84.93501536214501
23,176.7386290892607,156.2308589727058,127.2616097743193,116.12123670903804,76.34314547266351
24,246.150741859922,299.8085795209821,254.04456751310983,129.03827969238463,81.73692578957662
25,1537.2819391688497,1157.5562332192571,423.37123775562384,165.86085829745542,90.19192030774427
26,273.9386930135761,303.66662181115527,126.42597213389834,84.01876685427678,71.17084530372681
27,316.1261991735372,224.34938948899702,101.89018258899182,120.17280975532628,70.40951893181017
28,297.42173583829634,225.41383204000059,106.3722899450765,98.75484814125019,71.29310406408672
29,296.57594465892646,246.6100153895997,115.02572936097962,90.87379550604945,84.71551449197887
30,382.4526657201289,345.7767427320435,270.8646450705423,111.76028791437832,77.19680680461866
31,145.84214830352965,193.52129832843244,154.01197921647264,122.95087014766891,73.88608528523719
32,628.9676325072161,262.85505968724874,186.41714632663482,130.08493187764338,66.31468134499254
33,280.34355129476717,175.75274050901294,135.66289183805333,136.5306528623347,66.77885103383561
34,271.98714229477304,275.52955951051746,112.54836351408949,75.06565629948922,84.34464266688649
35,171.14657317075677,178.3800198292087,166.05924613740189,103.01287618826873,86.24700754779855
36,313.75856155256935,156.73624672120846,130.95118285559548,130.70823619827866,66.75377193427185
37,378.14512821512454,248.62410009571983,216.30371902004126,121.26139202175898,84.91171407134539
38,381.7076924510256,150.67003327186674,188.5627607996646,109.17900370391268,75.8185115997139
39,526.3561423033273,379.80404843231884,163.405634857884,118.77963371982564,92.96281594126918
40,641.2845003145565,317.26668672912723,128.32952155710794,156.4505000102523,71.29121454150436
41,1035.4623822461701,530.875737908045,246.47538213527554,145.07134261248362,61.21793142792841
42,261.72476021937933,179.63320726320677,149.14486513777643,94.90988653139074,72.10634671458769
43,305.37179672050394,104.29069673840732,83.50702768187851,102.92750200046889,75.32890250732244
44,397.78371743816103,216.18402465107093,203.86143873545848,87.63884623812113,86.97980026059005
45,187.28265400227542,273.29736579445887,216.39345900858513,123.85317904863005,53.59176768936455
46,465.31705884962497,351.248294891286,156.97855965057042,124.65199025935853,66.21245684853034
47,328.8761207228914,296.37879963018725,173.72598019005375,110.46773231255524,67.83545851105731
48,395.6757093631596,263.7116276407228,201.879388344559,101.74851504348214,69.85364114812101
49,178.22073167680904,125.97403442739706,119.08164026264001,101.90890857676308,94.98928351357605
50,346.07070432534033,180.26762408304074,164.34149221616286,138.09609645114804,75.12022106859433
51,230.2598403069438,208.43617814549793,125.19062893199984,105.41242492495726,68.66567204942245
52,272.4969037471197,123.90754097600534,108.72665536497348,95.70936887160221,61.67935104492203
53,136.70466625754892,238.00546182545503,164.43724914182755,98.83179788976666,72.5261006692061
54,220.23261404268507,236.6182735119615,134.971757334648,108.57277812211407,60.704455004231406
