,Delta,Theta,Alpha,Beta,Gamma
1,548.3067340933894,277.64577895282684,202.58830823091984,96.04332582656518,54.79823514027251
2,2301.651229384044,805.2013176260955,411.54047079741497,151.39038443567378,123.91564793592929
3,402.00983766687875,300.98095342226526,161.19166061908209,139.5545665406298,107.85814254399364
4,363.783211362078,234.91433427202827,137.94644719525633,135.6824988653286,119.01237063272524
5,385.0605059872995,311.7737884542115,198.54173000574548,127.70524936985942,114.04615890374512
6,419.9951307338601,257.9054058651118,207.19987625865414,119.4876984369977,86.69562927292984
7,375.53570366625723,190.58971015272655,181.2108568641475,104.38516176882524,80.96830225596275
8,481.6410622964034,274.2664533758037,152.44193885202498,128.87344915837767,72.01651940961355
9,653.300578505346,188.86580058609636,189.28358647392758,131.37133317339558,107.83007673868622
10,606.5044317438404,264.7034110525616,165.89571548384092,93.70109665169261,79.70955495441564
11,521.3109438458583,184.26886490046905,189.78510106315534,128.07640109880847,96.51116176141699
12,701.5332271728444,369.7577146531864,276.19664123626336,141.52470775904575,90.84805823707218
13,532.0016706411437,270.2605355877216,236.84066704884435,111.40325014156367,58.44045688342872
14,811.2182534481946,244.60357766904082,141.72772077418634,121.43331286645999,96.37281572247574
15,968.9887017156701,326.19720171131456,211.99128134129552,120.45599459011983,67.71181612153431
16,694.78028509342,363.3194912178296,244.24110981118997,120.70871557187877,103.68518209610178
17,861.3249093245253,443.57183860637144,184.72844594153557,104.58094160682157,83.033040351249
18,888.508376287775,309.46682381211747,131.13466066228912,112.76506252427585,60.600801401093705
19,769.3966677495066,232.84534424698677,139.73182827908482,112.23590590256757,86.11740323305729
20,525.3389009856439,353.6676785027181,110.37220250851306,126.256442118019,115.70872074253407
21,708.9986196217379,419.7937658427765,147.952936846155,115.96143221577256,118.43539433389012
22,466.6187367549195,262.17102018770953,204.78411659867814,145.73377456207746,101.91640904740578
23,368.4456338625142,245.22034730048023,252.5354760631945,111.49371917269553,90.43227020163374
24,644.7937118694393,236.15377408554454,224.11471542126304,126.09271858544959,68.78836564191839
25,362.12767019989093,248.2916748559408,173.05402816340003,111.76312392542661,69.71657600628711
26,671.2668558859813,323.5418545299,174.46838406698583,107.38480040505297,64.91673801319021
27,404.8951713509713,320.66792708899663,259.03698760265485,112.53884344089856,73.98403465917107
28,509.4069159785351,338.87947462784706,248.35764531250976,112.46519087024258,94.07271875016906
29,672.5605611589979,295.99355356935007,155.0918699988802,120.86543402998117,76.29441227042439
30,676.857128872665,450.59269334699167,186.47652960715817,101.76981232288506,81.04438162876994
31,373.6218054665122,243.70643379717603,176.8822698451362,107.14453098962882,82.2546460163634
32,689.5116368303006,241.21007703206752,250.20948484193872,111.6478738274614,86.57319771022321
33,564.2270499463232,307.3847794998115,262.6122641575365,129.82572473144378,85.85823091656178
34,745.2647644002002,280.06133363940387,144.89210794126492,129.4660931006892,72.81012840875819
35,622.8123151204586,291.48956134986895,111.13865978128501,125.04549203142335,92.73420639545263
36,633.5770650631373,380.5401508119064,207.5801628458549,136.79443158048414,81.01277084752535
37,518.7736763623855,353.9423477730722,183.3380706192907,117.31120741406305,78.06661759784697
38,545.3217038453763,226.55958843381867,141.84425106244754,114.8630596061529,84.22112466371985
39,462.5138423660767,342.4062817569975,285.9198195091434,109.39434868145023,104.80550525737988
40,634.9292006002283,315.3655582336349,184.63158393055255,106.93492268225619,81.68048844150599
41,418.49220078320343,328.7397723096136,185.22443400017073,118.16384075625099,66.41039070680475
42,346.98583301993557,172.44854604467858,138.8233311011179,124.75553440905806,106.62630186198285
43,381.33098346604925,321.0220722087057,250.2343273706966,107.29958338095757,59.46562558243161
44,535.1000822058667,190.57682759400166,131.13079366839406,117.47599958860151,88.53014373941306
45,540.5772768500229,133.76975039935647,176.88587786489552,111.44749815254217,89.2299131769245
46,516.2045452550401,229.7651874540742,139.87375341207837,124.10221017882489,93.04210087782117
47,459.4680623833124,301.05660961788163,230.0822383915297,117.3244168166586,82.93272439319679
48,441.6965930012326,305.6387971888847,200.31295384423603,88.4209789090501,80.60342123972974
49,696.5717146366601,405.7242905059918,201.49169991360554,106.66166374664131,73.58321312489639
50,839.0876717681282,423.1592016779238,348.22400340901436,140.46827330148864,70.71718199411542
51,939.0867219393273,359.89296880037716,161.19939433903622,98.7058967413814,73.46016817008243
52,830.4306661583339,546.0943957823306,211.56030588387654,79.60109430404779,95.29312285170178
53,1113.026740613638,643.4163250635254,412.866978697121,143.65540644185725,87.89305751057765
54,994.2996811186924,483.22986260466007,307.3405005584031,172.28410028288238,99.80593534289578
